"4605","457","457","47","OXFORD","Bodleian Library","Bodl. 218","","Commentary on Luke","14","Tours","s. ix in.","E. K. Rand, A survey of the MSS of Tours, No. 66 with plates LXXIX and LXXX; JTS XXXIV (1933), 355, footnote.","p. 47 [=CL]: OXFORD, Bodleian Library, Bodl. 218. s. ix in., Tours. E. K. Rand, A survey of the MSS of Tours, No. 66 with plates LXXIX and LXXX; JTS XXXIV (1933), 355, footnote."
"4606","458","458","47","OXFORD","Bodleian Library","Bodl. 729","","Commentary on Luke","14","Missenden and Windsor","s. xii2","SC II, 1, 505; JTS XXXIV (1933), 354, footnote; Ker, 73 and 114.","p. 47 [=CL]: OXFORD, Bodleian Library, Bodl. 729. s. xii2, Missenden and Windsor. SC II, 1, 505; JTS XXXIV (1933), 354, footnote; Ker, 73 and 114."
"4607","459","459","47","OXFORD","Bodleian Library","Bodl. 732","","Commentary on Luke","14","French","s. xii2","SC II, 1, 508; JTS XXXIV (1933), 354, footnote.","p. 47 [=CL]: OXFORD, Bodleian Library, Bodl. 732. s. xii2, French. SC II, 1, 508; JTS XXXIV (1933), 354, footnote."
"4608","59","460","47","OXFORD","Merton College","K 3 3","","Commentary on Luke","14","","s. xv","Laistner, No. 63; F. M. Powicke, The medieval books of Merton College, No. 956.","p. 47 [=CL]: OXFORD, Merton College, K 3 3. s. xv. Laistner, No. 63; F. M. Powicke, The medieval books of Merton College, No. 956."
"4609","461","461","47","OXFORD","Merton College","O 3 4","","Commentary on Luke","14","","s. xii","Powicke, op. cit.. No. 934.","p. 47 [=CL]: OXFORD, Merton College, O 3 4. s. xii. Powicke, op. cit.. No. 934."
"4610","462","462","47","OXFORD","University College","168","","Commentary on Luke","14","","s. xv","Coxe l, 46.","p. 47 [=CL]: OXFORD, University College, 168. s. xv. Coxe l, 46."
"4611","463","463","47","PARIS","Bibliothèque de l’ArsenaI","294","","Commentary on Luke","14","Fontenay","s. xii","JTS XXXIV (1933), 354, footnote.","p. 47 [=CL]: PARIS, Bibliothèque de l’ArsenaI, 294. s. xii, Fontenay. JTS XXXIV (1933), 354, footnote."
"4612","464","464","47","PARIS","Bibliothèque de l’Arsenal","320","","Commentary on Luke","14","","s. xi","Ibid.","p. 47 [=CL]: PARIS, Bibliothèque de l’Arsenal, 320. s. xi. Ibid."
"4613","465","465","47","PARIS","Bibliothèque nationale","lat. 1744","","Commentary on Luke","14","","s. xiv","Paris, Cat. III, 3, 181. To judge by the description in the catalogue, the MS contains only Acca’s letter to Bede and Bede’s reply, which together form the prefatory matter to the commentary.","p. 47 [=CL]: PARIS, Bibliothèque nationale, lat. 1744. s. xiv. Paris, Cat. III, 3, 181. To judge by the description in the catalogue, the MS contains only Acca’s letter to Bede and Bede’s reply, which together form the prefatory matter to the commentary."
"4614","466","466","47","PARIS","Bibliothèque nationale","lat. 2354","","Commentary on Luke","14","","s. x","Paris, Cat. III, 3, 269.","p. 47 [=CL]: PARIS, Bibliothèque nationale, lat. 2354. s. x. Paris, Cat. III, 3, 269."
"4615","467","467","48","PARIS","Bibliothèque nationale","lat. 2355","","Commentary on Luke","14","","s. xv?","Paris, Cat. III, 3, 269; L. Delisle, Le cabinet des MSS I, 201 and 203.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 2355. s. xv?. Paris, Cat. III, 3, 269; L. Delisle, Le cabinet des MSS I, 201 and 203."
"4616","468","468","48","PARIS","Bibliothèque nationale","lat. 2356","","Commentary on Luke","14","Carmelites","s. xii","Paris, Cat. III, 3, 269.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 2356. s. xii, Carmelites. Paris, Cat. III, 3, 269."
"4617","469","469","48","PARIS","Bibliothèque nationale","lat. 2357","","Commentary on Luke","14","","","L. Delisle, Le cabinet des MSS I, 533.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 2357.., . L. Delisle, Le cabinet des MSS I, 533."
"4618","67","470","48","PARIS","Bibliothèque nationale","lat. 2371","","Commentary on Luke","14","S. French","s. xiii-xiv","Paris, Cat. III, 3, 272; Laistner, No. 59.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 2371. s. xiii-xiv, S. French. Paris, Cat. III, 3, 272; Laistner, No. 59."
"4619","471","471","48","PARIS","Bibliothèque nationale","lat. 5288","","Commentary on Luke","14","","s. xi","Paris, Cat. III, 4, 69; Notices et extraits des MSS de la bibliothèque nationale VII, 399.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 5288. s. xi. Paris, Cat. III, 4, 69; Notices et extraits des MSS de la bibliothèque nationale VII, 399."
"4620","472","472","48","PARIS","Bibliothèque nationale","lat. 9571","","Commentary on Luke","14","","s. x","BECh XXIII (1862), 475.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 9571. s. x. BECh XXIII (1862), 475."
"4621","473","473","48","PARIS","Bibliothèque nationale","lat. 9572","","Commentary on Luke","14","","s. xi","Ibid.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 9572. s. xi. Ibid."
"4622","474","474","48","PARIS","Bibliothèque nationale","lat. 11681","","Commentary on Luke","14","Corbie","s. viii-ix","JTS XXXIV (1933), 352. Written throughout in the Corbie ab script.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 11681. s. viii-ix, Corbie. JTS XXXIV (1933), 352. Written throughout in the Corbie ab script."
"4623","475","475","48","PARIS","Bibliothèque nationale","lat. 12281","","Commentary on Luke","14","","s. ix1","Ibid., 353. The exemplar of this MS was probably in Insular script.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 12281. s. ix1. Ibid., 353. The exemplar of this MS was probably in Insular script."
"4624","476","476","48","PARIS","Bibliothèque nationale","lat. 12282","","Commentary on Luke","14","","s. ix med.","Ibid., 353. Folios 1-14 and 180-183 are in a twelfth-century hand.","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 12282. s. ix med.. Ibid., 353. Folios 1-14 and 180-183 are in a twelfth-century hand."
"4625","477","477","48","PARIS","Bibliothèque nationale","lat. 17451","","Commentary on Luke","14","Compiègne","s. viii ex.","Ibid., 353; W. M. Lindsay, Notae latinae, 477. The beginning and end of the work are missing, which breaks off at the words, "". . . ad praesidem accedere"" (Giles XI, 371).","p. 48 [=CL]: PARIS, Bibliothèque nationale, lat. 17451. s. viii ex., Compiègne. Ibid., 353; W. M. Lindsay, Notae latinae, 477. The beginning and end of the work are missing, which breaks off at the words, "". . . ad praesidem accedere"" (Giles XI, 371)."
"4626","478","478","48","ST GALL","Stiftsbibtiothek","85","","Commentary on Luke","14","St Gall","s. ix1","JTS XXXIV (1933), 353; SMAH I, 59. A finely written MS with few abbreviations. Biblical citations are usually in capitals.","p. 48 [=CL]: ST GALL, Stiftsbibtiothek, 85. s. ix1, St Gall. JTS XXXIV (1933), 353; SMAH I, 59. A finely written MS with few abbreviations. Biblical citations are usually in capitals."
"4627","479","479","48","ST OMER","Bibliothèque publique","17","","Commentary on Luke","14","Clairmarais","s. xiii","CG III (1861), 19.","p. 48 [=CL]: ST OMER, Bibliothèque publique, 17. s. xiii, Clairmarais. CG III (1861), 19."
"4628","480","480","48","SALISBURY","Chapter Library","37","fols. 5-164","Commentary on Luke","14","","s. xi-xii","Vienna, SB CXXXI (1894), Abhandlung 10,12.","p. 48 [=CL]: SALISBURY, Chapter Library, 37, fols. 5-164. s. xi-xii. Vienna, SB CXXXI (1894), Abhandlung 10,12."
"4629","481","481","48","SALZBURG","Stiftsbibliothek St Peter","A X 3","","Commentary on Luke","14","","s. ix-x","I owe my knowledge of this MS to Mr Harry Caplan. It contains some source-marks throughout.","p. 48 [=CL]: SALZBURG, Stiftsbibliothek St Peter, A X 3. s. ix-x. I owe my knowledge of this MS to Mr Harry Caplan. It contains some source-marks throughout."
"4630","482","482","48","SAN FELIX","Condado de Orgello","146","","Commentary on Luke","14","","","Vienna, SB CXXVI (1892), Abhandlung 2, 3.","p. 48 [=CL]: SAN FELIX, Condado de Orgello, 146.., . Vienna, SB CXXVI (1892), Abhandlung 2, 3."
"4631","483","483","48","TOULOUSE","Bibliothèque publique","188","","Commentary on Luke","14","","A.D. 1298","CG VII (1885), 115.","p. 48 [=CL]: TOULOUSE, Bibliothèque publique, 188. A.D. 1298. CG VII (1885), 115."
"4632","484","484","48","TRIER","Stadtbibliothek","187","fols. 1-184","Commentary on Luke","14","Eberhardsklausen","s. xv2","Max Kcuffer, Beschreibendes Verzeichniss der HSS dcr Stadtbibl. zu Trier, 105.","p. 48 [=CL]: TRIER, Stadtbibliothek, 187, fols. 1-184. s. xv2, Eberhardsklausen. Max Kcuffer, Beschreibendes Verzeichniss der HSS dcr Stadtbibl. zu Trier, 105."
"4633","485","485","48","TROYES","Bibliothèque publique","230","","Commentary on Luke","14","Clairvaux","s. xii2","CG II (1855), 119; JTS XXXIV (1933), 355, footnote.","p. 48 [=CL]: TROYES, Bibliothèque publique, 230. s. xii2, Clairvaux. CG II (1855), 119; JTS XXXIV (1933), 355, footnote."
"4634","486","486","49","TURIN","Biblioteca nazionale","215","","Commentary on Luke","14","","","Rivista di filologia XXXII, 469.","p. 49 [=CL]: TURIN, Biblioteca nazionale, 215.., . Rivista di filologia XXXII, 469."
"4635","487","487","49","UTRECHT","Universiteitsbibliotheek","75","","Commentary on Luke","14","Carthusians near Utrecht","A.D. 1468","This MS, written in a very fine Gothic hand, on folio 176v, col. 1, bears this entry: ""scriptum et completum per manus fratris Campi Karthusiensis Anno domini 1468 domus Traiecti inferioris.""","p. 49 [=CL]: UTRECHT, Universiteitsbibliotheek, 75. A.D. 1468, Carthusians near Utrecht. This MS, written in a very fine Gothic hand, on folio 176v, col. 1, bears this entry: ""scriptum et completum per manus fratris Campi Karthusiensis Anno domini 1468 domus Traiecti inferioris."""
"4636","488","488","49","VALENCIENNES","Bibliothèque publique","77","fols. 11-129v","Commentary on Luke","14","St Amand","s. xii","CG XXV (1894), 222.","p. 49 [=CL]: VALENCIENNES, Bibliothèque publique, 77, fols. 11-129v. s. xii, St Amand. CG XXV (1894), 222."
"4637","489","489","49","VATICAN CITY","Biblioteca Apostolica Vaticana","Pal. 608","","Commentary on Luke","14","","s. xv","Stevenson I, 217. The prefatory letters only.","p. 49 [=CL]: VATICAN CITY, Biblioteca Apostolica Vaticana, Pal. 608. s. xv. Stevenson I, 217. The prefatory letters only."
"4638","490","490","49","VATICAN CITY","Biblioteca Apostolica Vaticana","Urbin. 102","","Commentary on Luke","14","","s. xv","Stronajolo I, 121.","p. 49 [=CL]: VATICAN CITY, Biblioteca Apostolica Vaticana, Urbin. 102. s. xv. Stronajolo I, 121."
"4639","491","491","49","VATICAN CITY","Biblioteca Apostolica Vaticana","Vat. 638","","Commentary on Luke","14","","s. xi","Vattasso I, 486.","p. 49 [=CL]: VATICAN CITY, Biblioteca Apostolica Vaticana, Vat. 638. s. xi. Vattasso I, 486."
"4640","492","492","49","VIENNA","Nationalbibliothek","657","","Commentary on Luke","14","","s. x","Tabulae I, 113.","p. 49 [=CL]: VIENNA, Nationalbibliothek, 657. s. x. Tabulae I, 113."
"4641","493","493","49","VIENNA","Nationalbibliothek","915","","Commentary on Luke","14","","s. xiv","Tabulae I, 156.","p. 49 [=CL]: VIENNA, Nationalbibliothek, 915. s. xiv. Tabulae I, 156."
"4642","494","494","49","VIENNA","Nationalbibliothek","997","fols. 1-84v","Commentary on Luke","14","Salzburg","s. x","Tabulae I, 172.","p. 49 [=CL]: VIENNA, Nationalbibliothek, 997, fols. 1-84v. s. x, Salzburg. Tabulae I, 172."
"4643","495","495","49","WOLFENBÜTTEL","Herzogliche Bibliothek","Gud. lat. 2° 102","fols. 86-133v","Commentary on Luke","14","","s. xiv2","OTTO VON Heinernann, Die HSS der herzogl- Bibl. zu Wolfenbuttel IX, 141.","p. 49 [=CL]: WOLFENBÜTTEL, Herzogliche Bibliothek, Gud. lat. 2° 102, fols. 86-133v. s. xiv2. OTTO VON Heinernann, Die HSS der herzogl- Bibl. zu Wolfenbuttel IX, 141."
"4644","496","496","49","ZUERICH","Zentralbibliothek","XIV 26","","Commentary on Luke","14","","s. x/xi","Cunibert Mohlberg, Kat. der HSS der Zentralbibliothek zu Zurich I Mittelalterliche HSS, 285. This volume is made up of fragments from different works. Frag. 9 is from a codex of Bede on Luke.","p. 49 [=CL]: ZUERICH, Zentralbibliothek, XIV 26. s. x/xi. Cunibert Mohlberg, Kat. der HSS der Zentralbibliothek zu Zurich I Mittelalterliche HSS, 285. This volume is made up of fragments from different works. Frag. 9 is from a codex of Bede on Luke."
"4645","497","497","49","KARLSRUHE","Landesbibliothek","Aug. 237","fols. 107-144","Commentary on Luke","14","Reichenau","s. ix/x","Holder I, 539, With this abbreviated version of the Commentary on Luke one may compare Augiensis 135, an abbreviation and conflation o£ the Commentary on Acts and Retraction. See above, 24, and Harvard Theological Review XXX (1937), 49-50","p. 49 [=CL]: KARLSRUHE, Landesbibliothek, Aug. 237, fols. 107-144. s. ix/x, Reichenau. Holder I, 539, With this abbreviated version of the Commentary on Luke one may compare Augiensis 135, an abbreviation and conflation o£ the Commentary on Acts and Retraction. See above, 24, and Harvard Theological Review XXX (1937), 49-50"
"4646","95","499","50","LONDON","Kensington Palace","47","","Commentary on Luke","14","","s. xv","See above, 23.","p. 50 [=CL]: LONDON, Kensington Palace, 47. s. xv. See above, 23."
"4647","500","500","50","ADMONT","Stiftsbibliothek","244","","Commentary on Mark","15","","s. xii","ZBW, Beiheft 4, 503 and 519, note 74.","p. 50 [=CM]: ADMONT, Stiftsbibliothek, 244. s. xii. ZBW, Beiheft 4, 503 and 519, note 74."
"4648","501","501","50","ALENÇON","Bibliiothèque publique","13","fol. 131v","Commentary on Mark","15","St Évroult","s. xiii","CG II (1888), 488. A short fragment filling only one page.","p. 50 [=CM]: ALENÇON, Bibliiothèque publique, 13, fol. 131v. s. xiii, St Évroult. CG II (1888), 488. A short fragment filling only one page."
"4649","502","502","50","AUTUN","Séminaire","29","","Commentary on Mark","15","","s. x","CG I (1849), 19.","p. 50 [=CM]: AUTUN, Séminaire, 29. s. x. CG I (1849), 19."
"4650","503","503","50","AUTUN","Séminaire","30","","Commentary on Mark","15","","s. ix-x","Ibid.","p. 50 [=CM]: AUTUN, Séminaire, 30. s. ix-x. Ibid."
"4651","413","504","50","AVRANCHES","Bibliothèque publique","107","","Commentary on Mark","15","Mont St Michel?","s. xii","CG X (1889), 49.","p. 50 [=CM]: AVRANCHES, Bibliothèque publique, 107. s. xii, Mont St Michel?. CG X (1889), 49."
"4652","505","505","50","BARCELONA","Iglesia Catedral","25.4","","Commentary on Mark","15","","","Vienna, SB CXXIV (1891), Abhandlung 6, 67.","p. 50 [=CM]: BARCELONA, Iglesia Catedral, 25.4.., . Vienna, SB CXXIV (1891), Abhandlung 6, 67."
"4653","506","506","50","BERLIN","Staatsbibliothek Preußischer Kulturbesitz","47 (Phillipps 1661)","fols. 1-163v","Commentary on Mark","15","","s. ix","Rose I, 69,","p. 50 [=CM]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 47 (Phillipps 1661), fols. 1-163v. s. ix. Rose I, 69,"
"4654","507","507","51","BERN","Stadtbibliothek","171","fols. 111-219v","Commentary on Mark","15","","s. ix-x","H. Hagen, Cat. codd. bernensium, 237.","p. 51 [=CM]: BERN, Stadtbibliothek, 171, fols. 111-219v. s. ix-x. H. Hagen, Cat. codd. bernensium, 237."
"4655","9","508","51","BRUSSELS","Bibliothèque royale","1356","fols. I-I34v","Commentary on Mark","15","Gembloux","s. xi","Laistner, No. 42; ITS XXXIV (1933), 351.","p. 51 [=CM]: BRUSSELS, Bibliothèque royale, 1356, fols. I-I34v. s. xi, Gembloux. Laistner, No. 42; ITS XXXIV (1933), 351."
"4656","509","509","51","BRUSSELS","Bibliothèque royale","1364 (Phillipps 23033)","","Commentary on Mark","15","","s. xiii","Ibid.","p. 51 [=CM]: BRUSSELS, Bibliothèque royale, 1364 (Phillipps 23033). s. xiii. Ibid."
"4657","510","510","51","CAMBRIDGE","University Library","Dd iv 58","fols. 9-103","Commentary on Mark","15","","s. xiii","Cat. of the MSS preserved in the libr. of the Univ. of Cambridge I, 251.","p. 51 [=CM]: CAMBRIDGE, University Library, Dd iv 58, fols. 9-103. s. xiii. Cat. of the MSS preserved in the libr. of the Univ. of Cambridge I, 251."
"4658","511","511","51","CAMBRIDGE","Queens’ College","9","","Commentary on Mark","15","","s. xii","James, 10.","p. 51 [=CM]: CAMBRIDGE, Queens’ College, 9. s. xii. James, 10."
"4659","512","512","51","CAMBRIDGE","Trinity College","54","","Commentary on Mark","15","Fountains","s. xii","James I, 67; Ker, 48.","p. 51 [=CM]: CAMBRIDGE, Trinity College, 54. s. xii, Fountains. James I, 67; Ker, 48."
"4660","513","513","51","CHARLEVILLE","Bibliothèque publique","217","","Commentary on Mark","15","Montdieu","s. xii","CG V (1879), 646.","p. 51 [=CM]: CHARLEVILLE, Bibliothèque publique, 217. s. xii, Montdieu. CG V (1879), 646."
"4661","514","514","51","CHARTRES","Bibliothèque publique","76","","Commentary on Mark","15","Chapter library","s. ix","CG XI (1890), 40.","p. 51 [=CM]: CHARTRES, Bibliothèque publique, 76. s. ix, Chapter library. CG XI (1890), 40."
"4662","515","515","51","CHELTENHAM","Phillipps Library","16249","","Commentary on Mark","15","","s. x","Vienna, SB LXXXIV (1876), 582, but the date there given (s. viii) is wrong. Dr E. A. Lowe kindly informs me that he would assign the MS to the tenth century.","p. 51 [=CM]: CHELTENHAM, Phillipps Library, 16249. s. x. Vienna, SB LXXXIV (1876), 582, but the date there given (s. viii) is wrong. Dr E. A. Lowe kindly informs me that he would assign the MS to the tenth century."
"4663","516","516","51","COLOGNE","Dombibliothek","19 (Darmst. 98)","","Commentary on Mark","15","","s. ix","P. Jaffé et G. Wattenbach, Eccles. metrop. coloniensis codd. mss, 8. The quaternions of this MS, which in any case is incomplete, have been badly disarranged.","p. 51 [=CM]: COLOGNE, Dombibliothek, 19 (Darmst. 98). s. ix. P. Jaffé et G. Wattenbach, Eccles. metrop. coloniensis codd. mss, 8. The quaternions of this MS, which in any case is incomplete, have been badly disarranged."
"4664","517","517","51","COPENHAGEN","Kongelige Bibliothek","S 41","fols. 1-94","Commentary on Mark","15","","s. xii","Ellen Jørgensen, Cat. codd. lat. med. aev. Bibl. reg. hafniensis, 43. The beginning of the commentary is lost, the MS beginning with the words, ""sociosque Petri commemorat"" (Giles X, 15).","p. 51 [=CM]: COPENHAGEN, Kongelige Bibliothek, S 41, fols. 1-94. s. xii. Ellen Jørgensen, Cat. codd. lat. med. aev. Bibl. reg. hafniensis, 43. The beginning of the commentary is lost, the MS beginning with the words, ""sociosque Petri commemorat"" (Giles X, 15)."
"4665","518","518","51","DIJON","Bibliothèque publique","75","","Commentary on Mark","15","St Bénigne","s. x aut xi","CG V (1889), 22.","p. 51 [=CM]: DIJON, Bibliothèque publique, 75. s. x aut xi, St Bénigne. CG V (1889), 22."
"4666","519","519","51","DOUAI","Bibliothèque publique","332","","Commentary on Mark","15","Anchin","s. xii","CG VI (1878), 175.","p. 51 [=CM]: DOUAI, Bibliothèque publique, 332. s. xii, Anchin. CG VI (1878), 175."
"4667","520","520","51","DUESSELDORF","Landesbibliothek","17","","Commentary on Mark","15","Altenberg","s. xii","Archiv XI (1858), 747. Wattenbach reproduces the distich, which informs reader of the author’s name and the scribe’s Beda dei famulus auctor libri fuit huius, Scriptor Ricardis, hinc lector sis memor eius.","p. 51 [=CM]: DUESSELDORF, Landesbibliothek, 17. s. xii, Altenberg. Archiv XI (1858), 747. Wattenbach reproduces the distich, which informs reader of the author’s name and the scribe’s Beda dei famulus auctor libri fuit huius, Scriptor Ricardis, hinc lector sis memor eius."
"4668","521","521","51","EINSIEDELN","Klosterbibliothek","177","pp. 3-341","Commentary on Mark","15","","s. x","JTS XXXIV (1933), 351. The end of the commentary is lost.","p. 51 [=CM]: EINSIEDELN, Klosterbibliothek, 177, pp. 3-341. s. x. JTS XXXIV (1933), 351. The end of the commentary is lost."
"4669","429","522","51","FLORENCE","Biblioteca Laurenziana","XVI 10","","Commentary on Mark","15","Moscheta","s. xi","M. Bandini, Cat. codd. lat. bibl. mediceae laurentianae I, col. 188.","p. 51 [=CM]: FLORENCE, Biblioteca Laurenziana, XVI 10. s. xi, Moscheta. M. Bandini, Cat. codd. lat. bibl. mediceae laurentianae I, col. 188."
"4670","523","523","51","FLORENCE","Biblioteca Laurenziana","XX 22","","Commentary on Mark","15","","s. xi1","Bandini I, col. 632.","p. 51 [=CM]: FLORENCE, Biblioteca Laurenziana, XX 22. s. xi1. Bandini I, col. 632."
"4671","524","524","52","FLORENCE","Biblioteca Laurenziana","De nem. VI","","Commentary on Mark","15","Florence","s. xii","M. Bandini, Bibliotheca leopoldina laurentiana I, col. 548.","p. 52 [=CM]: FLORENCE, Biblioteca Laurenziana, De nem. VI. s. xii, Florence. M. Bandini, Bibliotheca leopoldina laurentiana I, col. 548."
"4672","525","525","52","FLORENCE","Biblioteca Laurenziana","Flor. eccles. IX","","Commentary on Mark","15","Florence","s. xi","Bandini, op. cit. I, col. 25.","p. 52 [=CM]: FLORENCE, Biblioteca Laurenziana, Flor. eccles. IX. s. xi, Florence. Bandini, op. cit. I, col. 25."
"4673","432","526","52","GOTHA","Forschungsbibliothek","80 (Mbr. I, 44)","","Commentary on Mark","15","","","F. Jacobs und F. A. Ukert, Beiträge zur älteren Literatur . . . der herzogl. öffentl. Bibliothek zu Gotha II, 58.","p. 52 [=CM]: GOTHA, Forschungsbibliothek, 80 (Mbr. I, 44).., . F. Jacobs und F. A. Ukert, Beiträge zur älteren Literatur . . . der herzogl. öffentl. Bibliothek zu Gotha II, 58."
"4674","527","527","52","HEILIGENKREUZ","Stiftsbibliothek","142","","Commentary on Mark","15","","s. xiv","Xenia Bernardina II, 1, 157.","p. 52 [=CM]: HEILIGENKREUZ, Stiftsbibliothek, 142. s. xiv. Xenia Bernardina II, 1, 157."
"4675","528","528","52","KARLSRUHE","Landesbibliothek","Aug. 62","","Commentary on Mark","15","Reichenau","s. ix in.","Holder I, 203.","p. 52 [=CM]: KARLSRUHE, Landesbibliothek, Aug. 62. s. ix in., Reichenau. Holder I, 203."
"4676","529","529","52","KARLSRUHE","Landesbibliothek","Aug. 157","","Commentary on Mark","15","Reichenau","s. ix/x","Holder I, 383.","p. 52 [=CM]: KARLSRUHE, Landesbibliothek, Aug. 157. s. ix/x, Reichenau. Holder I, 383."
"4677","530","530","52","KARLSRUHE","Landesbibliothek","Aug. 204","","Commentary on Mark","15","Reichenau","s. xiii","Holder I, 465.","p. 52 [=CM]: KARLSRUHE, Landesbibliothek, Aug. 204. s. xiii, Reichenau. Holder I, 465."
"4678","531","531","52","KLOSTERNEUBURG","Stiftsbibliothek","247","","Commentary on Mark","15","","s. xiii","H. Pfeiffer et B. Cerník, Cat. codd. mss qui in bibl. . . . Claustroneoburgi asservantur, 243.","p. 52 [=CM]: KLOSTERNEUBURG, Stiftsbibliothek, 247. s. xiii. H. Pfeiffer et B. Cerník, Cat. codd. mss qui in bibl. . . . Claustroneoburgi asservantur, 243."
"4679","532","532","52","LAON","Bibliothèque publique","83","","Commentary on Mark","15","Cuissy","s. xiii","CG I (1849), 86.","p. 52 [=CM]: LAON, Bibliothèque publique, 83. s. xiii, Cuissy. CG I (1849), 86."
"4680","533","533","52","LAON","Bibliothèque publique","92","","Commentary on Mark","15","Notre Dame de Laon","s. ix","CG I (1849), 88.","p. 52 [=CM]: LAON, Bibliothèque publique, 92. s. ix, Notre Dame de Laon. CG I (1849), 88."
"4681","534","534","52","LAON","Bibliothèque publique","93","","Commentary on Mark","15","Notre Dame de Laon","s. ix","CG I (1849), 89.","p. 52 [=CM]: LAON, Bibliothèque publique, 93. s. ix, Notre Dame de Laon. CG I (1849), 89."
"4682","30","535","52","LIÈGE","Bibliothèque de l’université","145","","Commentary on Mark","15","Couvent des Croisiers","s. xiv","M. Grandjean, Bibl. de I’univ. de Liège Cat. des MSS, 94; Laistner, No. 16 on page xxxvi.","p. 52 [=CM]: LIÈGE, Bibliothèque de l’université, 145. s. xiv, Couvent des Croisiers. M. Grandjean, Bibl. de I’univ. de Liège Cat. des MSS, 94; Laistner, No. 16 on page xxxvi."
"4683","33","536","52","LONDON","British Library","Addit. 10948","fols. 41-146","Commentary on Mark","15","Huisburg","s. xv","Laistner, No. 62; JTS XXXIV (1933), 352.","p. 52 [=CM]: LONDON, British Library, Addit. 10948, fols. 41-146. s. xv, Huisburg. Laistner, No. 62; JTS XXXIV (1933), 352."
"4684","537","537","52","LONDON","British Library","Addit. 15461","","Commentary on Mark","15","","s. xii","JTS XXXIV (1933), 352.","p. 52 [=CM]: LONDON, British Library, Addit. 15461. s. xii. JTS XXXIV (1933), 352."
"4685","538","538","52","LONDON","British Library","Royal 4 B XIII","","Commentary on Mark","15","","s. xii2","Warner-Gilson I, 86; JTS XXXIV (1933), 351.","p. 52 [=CM]: LONDON, British Library, Royal 4 B XIII. s. xii2. Warner-Gilson I, 86; JTS XXXIV (1933), 351."
"4686","539","539","52","LONDON","Lambeth Palace Library","147","II, fol. 61 sqq.","Commentary on Mark","15","Lanthony","s. xii","M. R. James and C. Jenkins, Descr. Cat. of the MSS in the library of Lambeth Palace, 235; Ker, 61.","p. 52 [=CM]: LONDON, Lambeth Palace Library, 147, II, fol. 61 sqq.. s. xii, Lanthony. M. R. James and C. Jenkins, Descr. Cat. of the MSS in the library of Lambeth Palace, 235; Ker, 61."
"4687","540","540","52","LONS-LE-SAULNIER","Bibliothèque publique","2","","Commentary on Mark","15","St Oyan","s. ix","Palaeographia lalina IV, 50. The MS contains the ex-voto of prior Manno.","p. 52 [=CM]: LONS-LE-SAULNIER, Bibliothèque publique, 2. s. ix, St Oyan. Palaeographia lalina IV, 50. The MS contains the ex-voto of prior Manno."
"4688","541","541","52","MADRID","Biblioteca nacional","531 (A 78)","fols. 2-132","Commentary on Mark","15","","s. xii","M. De la Torre y P. Longás, Cat, de codices latinos I, 237.","p. 52 [=CM]: MADRID, Biblioteca nacional, 531 (A 78), fols. 2-132. s. xii. M. De la Torre y P. Longás, Cat, de codices latinos I, 237."
"4689","542","542","52","MADRID","Biblioteca nacional","550 (A 79)","fols. 5-102","Commentary on Mark","15","Messina","s. xii","Torre y Longás, op. cit. I, 236.","p. 52 [=CM]: MADRID, Biblioteca nacional, 550 (A 79), fols. 5-102. s. xii, Messina. Torre y Longás, op. cit. I, 236."
"4690","543","543","52","MEHRERAU","Klosterbibliothek","VIII","","Commentary on Mark","15","","","M. Ziegelbauer, Historia et Literariae O.S.B. I, 567.","p. 52 [=CM]: MEHRERAU, Klosterbibliothek, VIII.., . M. Ziegelbauer, Historia et Literariae O.S.B. I, 567."
"4691","544","544","53","MONTE CASSINO","Archivio della Badia","40","","Commentary on Mark","15","","s. xi in","Bibliotheca casinensis I, 375; E. A. Loew, Beneventan Script, 342.","p. 53 [=CM]: MONTE CASSINO, Archivio della Badia, 40. s. xi in. Bibliotheca casinensis I, 375; E. A. Loew, Beneventan Script, 342."
"4692","545","545","53","MONTE CASSINO","Archivio della Badia","182","pp. 1-108","Commentary on Mark","15","","s. xv","Bibliotheca casinensis IV, 46.","p. 53 [=CM]: MONTE CASSINO, Archivio della Badia, 182, pp. 1-108. s. xv. Bibliotheca casinensis IV, 46."
"4693","546","546","53","MUNICH","Bayerische Staatsbibliothek","3737","","Commentary on Mark","15","Augsburg","s. xii","Cat. Clm I, 2, 129.","p. 53 [=CM]: MUNICH, Bayerische Staatsbibliothek, 3737. s. xii, Augsburg. Cat. Clm I, 2, 129."
