id,manuscript_id,work_id,chapter,section,subsection,extract,page,settlement,repository,shelfmark,locus,provenance,dating,refs,rawtext,notes
221,221,4,Biblical Commentaries,Commentary on the Apocalypse,,,30,VIENNA,Nationalbibliothek,994,fols. 1-74v,Salzburg,s. x,"Tabulae I, 171.","p. 30 [=CAp]: VIENNA, Nationalbibliothek, 994, fols. 1-74v. s. x, Salzburg. Tabulae I, 171.",
222,222,4,Biblical Commentaries,Commentary on the Apocalypse,Excerpt,,30,SCHLETTSTADT,Bibliothèque publique,105,,,s. xi,"CG III (1861), 592","p. 30 [=CAp]: SCHLETTSTADT, Bibliothèque publique, 105. s. xi. CG III (1861), 592",
223,223,4,Biblical Commentaries,Commentary on the Apocalypse,Doubtful,,30,MELK,Stiftsbibliothek,B 69 23,1-96,,,"The catalogue of 1483 records this work with the press-mark, B 69 23. See T. Gottlieb, Mittelalterliche Bibliothekskataloge Oesterreichs, 171, line 37. This MS is probably still in Melk, but nine tenths of the MSS at Melk are still uncatalogued.","p. 30 [=CAp]: MELK, Stiftsbibliothek, B 69 23, 1-96.., . The catalogue of 1483 records this work with the press-mark, B 69 23. See T. Gottlieb, Mittelalterliche Bibliothekskataloge Oesterreichs, 171, line 37. This MS is probably still in Melk, but nine tenths of the MSS at Melk are still uncatalogued.",
224,224,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,ADMONT,Stiftsbibliothek,370,,,s. xi,"ZBW, Beiheft 4, 503 and 519, note 78.","p. 31 [=CEC]: ADMONT, Stiftsbibliothek, 370. s. xi. ZBW, Beiheft 4, 503 and 519, note 78.",
225,2,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,ALTENBURG,Stiftsbibliothek,205,,,c. 1200,"Studien und Mittcilungen zur Gesch. des Benediktinerordens XI (1924), 239; Laistner, xvii, note 2.","p. 31 [=CEC]: ALTENBURG, Stiftsbibliothek, 205. c. 1200. Studien und Mittcilungen zur Gesch. des Benediktinerordens XI (1924), 239; Laistner, xvii, note 2.",
226,226,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,AUGSBURG,Kreis- und Stadtbibliothek,8,fols. 11-26,,s. xii,"Elias von Steinmeyer und Eduard Sievers, Die althochdeutschen Glossen IV, 377. The MS contains only the Commentary on the Epistle of James.","p. 31 [=CEC]: AUGSBURG, Kreis- und Stadtbibliothek, 8, fols. 11-26. s. xii. Elias von Steinmeyer und Eduard Sievers, Die althochdeutschen Glossen IV, 377. The MS contains only the Commentary on the Epistle of James.",
227,5,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,45 (Phillipps 1665),,Montdieu,s. xii-xiii,"Rose I, 65.","p. 31 [=CEC]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 45 (Phillipps 1665). s. xii-xiii, Montdieu. Rose I, 65.",
228,157,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,337,,Lisborn,A.D. 1515,"Rose II, 129.","p. 31 [=CEC]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 337. A.D. 1515, Lisborn. Rose II, 129.",
229,8,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,BRUGES,Bibliothèque publique,77,fols. 44v-100v,Ste Marie de Thosan,s. xiii,"A. De Poorter, Cat. des MSS dc la blbl. de la ville de Bruges, 92: Laistner, No. 14 on p. xxxvi.","p. 31 [=CEC]: BRUGES, Bibliothèque publique, 77, fols. 44v-100v. s. xiii, Ste Marie de Thosan. A. De Poorter, Cat. des MSS dc la blbl. de la ville de Bruges, 92: Laistner, No. 14 on p. xxxvi.",
230,11,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,BURY ST EDMUNDS,Cathedral church of St James,s.n.,,Syon,s. xiv,"Laistner, No. 15 on page xxxvi; Ker, 102.","p. 31 [=CEC]: BURY ST EDMUNDS, Cathedral church of St James, s.n.. s. xiv, Syon. Laistner, No. 15 on page xxxvi; Ker, 102.",
231,231,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,CAMBRAI,Bibliothèque publique,273,,Vaucelles,s. xii,"CG XVII (1891), 105.","p. 31 [=CEC]: CAMBRAI, Bibliothèque publique, 273. s. xii, Vaucelles. CG XVII (1891), 105.",
232,232,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,CAMBRIDGE,University Library,Gg iv 15,fols. 1-108,Norwich,s. xi/xii,"Cat. of the MSS preserved in the libr. of the Univ. of Cambridge III, 160; Ker, 76.","p. 31 [=CEC]: CAMBRIDGE, University Library, Gg iv 15, fols. 1-108. s. xi/xii, Norwich. Cat. of the MSS preserved in the libr. of the Univ. of Cambridge III, 160; Ker, 76.",
233,233,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,CAMBRIDGE,University Library,Ll ii 7,fols. 1-85,,s. xiii,"Cat. IV, 22.","p. 31 [=CEC]: CAMBRIDGE, University Library, Ll ii 7, fols. 1-85. s. xiii. Cat. IV, 22.",
234,234,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,CAMBRIDGE,Corpus Christi College,62,,Rochester,s. xii in.,"James I, 130; Ker, 90.","p. 31 [=CEC]: CAMBRIDGE, Corpus Christi College, 62. s. xii in., Rochester. James I, 130; Ker, 90.",
235,235,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,31,CAMBRIDGE,Corpus Christi College,160,,Peterborough,s. xi,"James I,358; Ker, 84.","p. 31 [=CEC]: CAMBRIDGE, Corpus Christi College, 160. s. xi, Peterborough. James I,358; Ker, 84.",
236,236,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,CAMBRIDGE,Gonville and Caius College,347 (726),,,s. xiii,"James 1, 391.","p. 32 [=CEC]: CAMBRIDGE, Gonville and Caius College, 347 (726). s. xiii. James 1, 391.",
237,161,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,CAMBRIDGE,King’s College,7,,Bury St Edmunds,s. xii,"James, 13; Ker, 10.","p. 32 [=CEC]: CAMBRIDGE, King’s College, 7. s. xii, Bury St Edmunds. James, 13; Ker, 10.",
238,238,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,CAMBRIDGE,Trinity College,75,,Gloucester,s. xi/xii,"James I, 44; Ker, 50.","p. 32 [=CEC]: CAMBRIDGE, Trinity College, 75. s. xi/xii, Gloucester. James I, 44; Ker, 50.",
239,239,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,CHARTRES,Bibliothèque publique,94,,Chapter library,s. xi,"CG XI (1890), 50. The end of the work is lost, the MS breaking off near the end of Bede’s exposition of Jude 13 (Giles XII, 333: "". . . praecursor existit"").","p. 32 [=CEC]: CHARTRES, Bibliothèque publique, 94. s. xi, Chapter library. CG XI (1890), 50. The end of the work is lost, the MS breaking off near the end of Bede’s exposition of Jude 13 (Giles XII, 333: "". . . praecursor existit"").",
240,240,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,CHELTENHAM,Phillipps Library,3069,,,s. xii,"Vienna, SB LXXXIV (1876), 579; E. A. Loew, Beneventan Script, 338.","p. 32 [=CEC]: CHELTENHAM, Phillipps Library, 3069. s. xii. Vienna, SB LXXXIV (1876), 579; E. A. Loew, Beneventan Script, 338.",
241,241,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,COLOGNE,Gymnasialbibliothek,68,,,s. xv?,"Archiva XI (1858), 742.","p. 32 [=CEC]: COLOGNE, Gymnasialbibliothek, 68. s. xv?. Archiva XI (1858), 742.",
242,14,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,DIJON,Bibliothèque publique,78,fols. 35-99,St Benigne,s. x,"Laistner, No. 38. The printed catalogue omits to notice this work.","p. 32 [=CEC]: DIJON, Bibliothèque publique, 78, fols. 35-99. s. x, St Benigne. Laistner, No. 38. The printed catalogue omits to notice this work.",
243,243,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,DIJON,Bibliothèque publique,83,fols. iv-i25v,Cîteaux,s. xi,"CG V(i889), 24.","p. 32 [=CEC]: DIJON, Bibliothèque publique, 83, fols. iv-i25v. s. xi, Cîteaux. CG V(i889), 24.",
244,244,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,DOUAI,Bibliothèque publique,333,,Anchin,s. xii,"CG VI (1878), 175.","p. 32 [=CEC]: DOUAI, Bibliothèque publique, 333. s. xii, Anchin. CG VI (1878), 175.",
245,245,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,EINSIEDELN,Klosterbibliothck,180,,,s. x,"Gabriel Meier, Cat. codd. mss qui in bibl. monast. einsidlensis servantur, 144.","p. 32 [=CEC]: EINSIEDELN, Klosterbibliothck, 180. s. x. Gabriel Meier, Cat. codd. mss qui in bibl. monast. einsidlensis servantur, 144.",
246,17,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,ERFURT,Oeflentliche Bibliothek,Q 92,,Wijssen,s. xv1,"W. Schum, Beschreibendes Verzeichniss der amploianischen HSSamlungen zu Erfurt, 352; Laistner, No. 17 on page xxxvi.","p. 32 [=CEC]: ERFURT, Oeflentliche Bibliothek, Q 92. s. xv1, Wijssen. W. Schum, Beschreibendes Verzeichniss der amploianischen HSSamlungen zu Erfurt, 352; Laistner, No. 17 on page xxxvi.",
247,18,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,ERLANGEN,Universitätsbibliothek,Perg. 74,,,s. xii,"Laistner, No. 6 on page xxxvi.","p. 32 [=CEC]: ERLANGEN, Universitätsbibliothek, Perg. 74. s. xii. Laistner, No. 6 on page xxxvi.",
248,19,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,FLORENCE,Biblioteca Laurenziana,XVI 7,,,s. xii,"A. M. Bandini, Cat. codd. lat. bibl. Mediceae laurentianae I, col. 171; Laistner, No. 60.","p. 32 [=CEC]: FLORENCE, Biblioteca Laurenziana, XVI 7. s. xii. A. M. Bandini, Cat. codd. lat. bibl. Mediceae laurentianae I, col. 171; Laistner, No. 60.",
249,20,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,FLORENCE,Biblioteca Laurenziana,XVI 9,,,s. xv,"Bandini 1, col. 188; Laistner, No. 18 on page xxxvi.","p. 32 [=CEC]: FLORENCE, Biblioteca Laurenziana, XVI 9. s. xv. Bandini 1, col. 188; Laistner, No. 18 on page xxxvi.",
250,250,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,FLORENCE,Biblioteca Laurenziana,Flor. eccles. VIII,,,S. xi,"A. M. Bandini, Bibliotheca leopoldina laurentiana 5, col 22. Apparentlty this MS lacks the epistles to John and Jude.","p. 32 [=CEC]: FLORENCE, Biblioteca Laurenziana, Flor. eccles. VIII. S. xi. A. M. Bandini, Bibliotheca leopoldina laurentiana 5, col 22. Apparentlty this MS lacks the epistles to John and Jude.",
251,251,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,FLORENCE,Biblioteca Laurenziana,Libri 1195,,Tournai,s. xii,"L. Delisle, Notices et extraits des MSS de la bibliothèque nationale XXXII (1886), 60.","p. 32 [=CEC]: FLORENCE, Biblioteca Laurenziana, Libri 1195. s. xii, Tournai. L. Delisle, Notices et extraits des MSS de la bibliothèque nationale XXXII (1886), 60.",
252,252,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,FLORENCE,Biblioteca Laurenziana,Libri 1814,,,s. xi-xii,"Delisle, op. cit., 84. Most of the epistle to Jude is missing.","p. 32 [=CEC]: FLORENCE, Biblioteca Laurenziana, Libri 1814. s. xi-xii. Delisle, op. cit., 84. Most of the epistle to Jude is missing.",
253,171,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,32,GENEVA,Bibliothèque de l’université,99 (lat. 21),,Murbach (Reichenau),s. viii-ix,Laistner M.,"p. 32 [=CEC]: GENEVA, Bibliothèque de l’université, 99 (lat. 21). s. viii-ix, Murbach (Reichenau). Laistner M.",
254,254,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,GLASGOW,University library,Hunt. V 5 16,,,s. xii2,"P. Henderson Aitken, Cat. of the MSS in the library of the Hunterian Museum, 370.","p. 33 [=CEC]: GLASGOW, University library, Hunt. V 5 16. s. xii2. P. Henderson Aitken, Cat. of the MSS in the library of the Hunterian Museum, 370.",
255,24,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,GOTHA,Forschungsbibliothek,84,,,s. ix,"Laistner, No. 17.","p. 33 [=CEC]: GOTHA, Forschungsbibliothek, 84. s. ix. Laistner, No. 17.",
256,174,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,HEILIGENKREUZ,Stiftsbibliothek,52,fols. 2v-70,,s. xii-xiii,"Xenia Bernardina II, i, 139.","p. 33 [=CEC]: HEILIGENKREUZ, Stiftsbibliothek, 52, fols. 2v-70. s. xii-xiii. Xenia Bernardina II, i, 139.",
257,257,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,HOEXTER,Dechaneibibliothek,Corvey 55,,Corvey,s. xii,"Paul Lehmann, Corveyer Studien, 49.","p. 33 [=CEC]: HOEXTER, Dechaneibibliothek, Corvey 55. s. xii, Corvey. Paul Lehmann, Corveyer Studien, 49.",
258,26,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,KARLSRUHE,Landesbibliothek,Aug. 43,,Reichenau,s. ix1,"Holder I, 172; Laistner E.","p. 33 [=CEC]: KARLSRUHE, Landesbibliothek, Aug. 43. s. ix1, Reichenau. Holder I, 172; Laistner E.",
259,259,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,KARLSRUHE,Landesbibliothek,Aug. 122,,Reichenau,s. x,"Holder 1,308.","p. 33 [=CEC]: KARLSRUHE, Landesbibliothek, Aug. 122. s. x, Reichenau. Holder 1,308.",
260,28,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,KARLSRUHE,Landesbibliothek,Aug. 153,,Reichenau,s. ix1,"Holder I, 368; Laistner G.","p. 33 [=CEC]: KARLSRUHE, Landesbibliothek, Aug. 153. s. ix1, Reichenau. Holder I, 368; Laistner G.",
261,261,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,KLOSTERNEUBURG,Stiftsbibliothek,246,,,s. xii ex,"H. Pfeiffer et B. Cernik, Cat. codd. mss qui in bibl. . . . Claustroneoburgi asservantur I, 241.","p. 33 [=CEC]: KLOSTERNEUBURG, Stiftsbibliothek, 246. s. xii ex. H. Pfeiffer et B. Cernik, Cat. codd. mss qui in bibl. . . . Claustroneoburgi asservantur I, 241.",
262,29,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LAON,Bibliothèque publique,110,fols. 53V-145V,Cuissy,s. xii,"CG I (1849), 96; Laistner, No. 29.","p. 33 [=CEC]: LAON, Bibliothèque publique, 110, fols. 53V-145V. s. xii, Cuissy. CG I (1849), 96; Laistner, No. 29.",
263,139,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LEIPZIG,Universitätsbibliothek,349,fols. 1-72,Altzelle,s. xiii,"Helssig, Kat. der lat. and deutsch. HSS der Universitätsbibliotk zu Leipzig, 514.","p. 33 [=CEC]: LEIPZIG, Universitätsbibliothek, 349, fols. 1-72. s. xiii, Altzelle. Helssig, Kat. der lat. and deutsch. HSS der Universitätsbibliotk zu Leipzig, 514.",
264,30,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LIÈGE,Bibliothèque de l’université,145,,Couvent des Croisiers,s. xiv,"Grandjean, Bibl. de I’univ. de Liège: Cat. des MSS, 95; Laistner, No. 16 on page xxxvi.","p. 33 [=CEC]: LIÈGE, Bibliothèque de l’université, 145. s. xiv, Couvent des Croisiers. Grandjean, Bibl. de I’univ. de Liège: Cat. des MSS, 95; Laistner, No. 16 on page xxxvi.",
265,265,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LISBON,Alcobaça,54,,,s. xiii,"G. Haenel, Cat. librorum manu scriptorum, 1017.","p. 33 [=CEC]: LISBON, Alcobaça, 54. s. xiii. G. Haenel, Cat. librorum manu scriptorum, 1017.",
266,34,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LONDON,British Library,Harley 649,fols. 153-222,,s. xii2,"Laistner, No. 52.","p. 33 [=CEC]: LONDON, British Library, Harley 649, fols. 153-222. s. xii2. Laistner, No. 52.",
267,267,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LONDON,British Library,Harley 3075,,Arnstein,s. xii,"On the top margin of fol. 2 is the ex-libris, in a hand of the thirteenth century, of the Premonstratensian abbey of Arnstein in the diocese of Trier: ""Liber ecclesie sancte Marie virginis sanctique Nicolai in Arinstein.""","p. 33 [=CEC]: LONDON, British Library, Harley 3075. s. xii, Arnstein. On the top margin of fol. 2 is the ex-libris, in a hand of the thirteenth century, of the Premonstratensian abbey of Arnstein in the diocese of Trier: ""Liber ecclesie sancte Marie virginis sanctique Nicolai in Arinstein.""",
268,268,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LONDON,British Library,Harley 3864,,Durham,s. xii,"A well written MS with headings in red and occasional initials in red, blue, and green. Another scribe here and there has added descriptive titles in the margin., De sacramento passionis, De Pelagio. Durham ex-libris on fol. 1: ""Liber sancti Cuthberti.""","p. 33 [=CEC]: LONDON, British Library, Harley 3864. s. xii, Durham. A well written MS with headings in red and occasional initials in red, blue, and green. Another scribe here and there has added descriptive titles in the margin., De sacramento passionis, De Pelagio. Durham ex-libris on fol. 1: ""Liber sancti Cuthberti.""",
269,269,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LONDON,British Library,Royal 4 B III,fols. 2-86,,s. xii,"Warner-Gilson I, 82.","p. 33 [=CEC]: LONDON, British Library, Royal 4 B III, fols. 2-86. s. xii. Warner-Gilson I, 82.",
270,182,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,33,LONDON,Library of Chester Beatty,7 (Phillipps 12262),,Nonantola?,s. ix1,"The library of A. Chester Beatty I, 38, with plate 15, which reproduces the end of Bede on II Peter and the beginning of the Commentary on I John.","p. 33 [=CEC]: LONDON, Library of Chester Beatty, 7 (Phillipps 12262). s. ix1, Nonantola?. The library of A. Chester Beatty I, 38, with plate 15, which reproduces the end of Bede on II Peter and the beginning of the Commentary on I John.",
271,130,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MANCHESTER,John Rylands University Library,107 (Phillipps 11825),fols. 57v-134,Italian,s. xi,"M. R. James, Descr. Cat. of the Latin MSS in the J. Rylands library I, 189; Laistner, No. 5 on page xxxv.","p. 34 [=CEC]: MANCHESTER, John Rylands University Library, 107 (Phillipps 11825), fols. 57v-134. s. xi, Italian. M. R. James, Descr. Cat. of the Latin MSS in the J. Rylands library I, 189; Laistner, No. 5 on page xxxv.",
272,272,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MELK,Stiftsbibliothek,193 (D 30),,,s. xv,"I have no further information about this MS, but it is presumably identical with one listed in the cat. of 1483.","p. 34 [=CEC]: MELK, Stiftsbibliothek, 193 (D 30). s. xv. I have no further information about this MS, but it is presumably identical with one listed in the cat. of 1483.",
273,273,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MONTE CASSINO,Archivio dclla badia,180,,,s. xi2,"Bibliotheca casinensis IV, 42; E. A. Loew, Beneventan Script, 346.","p. 34 [=CEC]: MONTE CASSINO, Archivio dclla badia, 180. s. xi2. Bibliotheca casinensis IV, 42; E. A. Loew, Beneventan Script, 346.",
274,274,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MUNICH,Bayerische Staatsbibliothek,3742,,Augsburg,s. ix/x,,"p. 34 [=CEC]: MUNICH, Bayerische Staatsbibliothek, 3742. s. ix/x, Augsburg.",
275,275,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MUNICH,Bayerische Staatsbibliothek,5112,,Beurberg,s. xii,"Cat. Clm I, 2, 267.","p. 34 [=CEC]: MUNICH, Bayerische Staatsbibliothek, 5112. s. xii, Beurberg. Cat. Clm I, 2, 267.",
276,43,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MUNICH,Bayerische Staatsbibliothek,6284,,Freising,s. x,"Cat. Clm I, 3, 84; Laistner, No. 1 on page xxxvi.","p. 34 [=CEC]: MUNICH, Bayerische Staatsbibliothek, 6284. s. x, Freising. Cat. Clm I, 3, 84; Laistner, No. 1 on page xxxvi.",
277,277,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MUNICH,Bayerische Staatsbibliothek,14385,,St Emmeram,s. ix,"Cat. Clm II, 2, 164.","p. 34 [=CEC]: MUNICH, Bayerische Staatsbibliothek, 14385. s. ix, St Emmeram. Cat. Clm II, 2, 164.",
278,278,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MUNICH,Bayerische Staatsbibliothek,14747,,St Emmeram,s. x,"Cat. Clm II, 2, 228. To judge by the description in the catalogue, this is an epitome, not the complete work.","p. 34 [=CEC]: MUNICH, Bayerische Staatsbibliothek, 14747. s. x, St Emmeram. Cat. Clm II, 2, 228. To judge by the description in the catalogue, this is an epitome, not the complete work.",
279,279,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MUNICH,Bayerische Staatsbibliothek,17066,,Scheftlarn,s. xii,"Cat. Clm II, 3, 79.","p. 34 [=CEC]: MUNICH, Bayerische Staatsbibliothek, 17066. s. xii, Scheftlarn. Cat. Clm II, 3, 79.",
280,280,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,MUNICH,Bayerische Staatsbibliothek,18119,,Tegernsee,s. xii,"Cat. Clm II, 3, 134.","p. 34 [=CEC]: MUNICH, Bayerische Staatsbibliothek, 18119. s. xii, Tegernsee. Cat. Clm II, 3, 134.",
281,281,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,NAPLES,Biblioteca nazionale,4 (Cavalc. 25),,Italian,s. ix,"This MS was formerly in Vienna (Nationalbibliothek 750), but was carried off to Italy after the last war. See E. Martini in Atti della R. Accademia di archeologia: Lettere e belle arti. N.S. IX (1924), 170.","p. 34 [=CEC]: NAPLES, Biblioteca nazionale, 4 (Cavalc. 25). s. ix, Italian. This MS was formerly in Vienna (Nationalbibliothek 750), but was carried off to Italy after the last war. See E. Martini in Atti della R. Accademia di archeologia: Lettere e belle arti. N.S. IX (1924), 170.",
282,282,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,NEW YORK CITY,"Columbia University, D. E. Smith mathematical Library",14,,S. Italian,s. xii aut xiii,"De Ricci II, 1275.","p. 34 [=CEC]: NEW YORK CITY, Columbia University, D. E. Smith mathematical Library, 14. s. xii aut xiii, S. Italian. De Ricci II, 1275.",
283,283,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,NOVARA,Biblioteca capitolare,50 (CXXXI),,,s. xiii,I have no further information about this MS.,"p. 34 [=CEC]: NOVARA, Biblioteca capitolare, 50 (CXXXI). s. xiii. I have no further information about this MS.",
284,284,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,ORLÉANS,Bibliothèque publique,89,,Fleury,s. xi,"CG XII (1889), 43. The dates in this volume, which the late Dom Wilmart with full justice once described as ""ce détestable catalogue,"" are notoriously unreliable.","p. 34 [=CEC]: ORLÉANS, Bibliothèque publique, 89. s. xi, Fleury. CG XII (1889), 43. The dates in this volume, which the late Dom Wilmart with full justice once described as ""ce détestable catalogue,"" are notoriously unreliable.",
285,285,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,OXFORD,Bodleian Library,Bodl. 217,,"Christ Church, Canterbury",s. xii,"SC II, 1, 185; Ker, 24.","p. 34 [=CEC]: OXFORD, Bodleian Library, Bodl. 217. s. xii, Christ Church, Canterbury. SC II, 1, 185; Ker, 24.",
286,286,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,OXFORD,Bodleian Library,Bodl. 753,,,s. xv,"SC II, I, 409.","p. 34 [=CEC]: OXFORD, Bodleian Library, Bodl. 753. s. xv. SC II, I, 409.",
287,287,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,34,OXFORD,Bodleian Library,Bodl. 849,,French,A.D. 818,"SC II, 1, 447; W. M. Lindsay, Notae latinae, 470.","p. 34 [=CEC]: OXFORD, Bodleian Library, Bodl. 849. A.D. 818, French. SC II, 1, 447; W. M. Lindsay, Notae latinae, 470.",
288,288,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Bodleian Library,Laud. Misc. 78,,,s. xii,"H. O. Coxe, Cat. codd. mss biblioathecae bodleianae II, col. 90.","p. 35 [=CEC]: OXFORD, Bodleian Library, Laud. Misc. 78. s. xii. H. O. Coxe, Cat. codd. mss biblioathecae bodleianae II, col. 90.",
289,289,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Bodleian Library,Laud. Misc. 442,,,s. ix1,"Coxe, op. cit. 319.","p. 35 [=CEC]: OXFORD, Bodleian Library, Laud. Misc. 442. s. ix1. Coxe, op. cit. 319.",
290,56,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Balliol College,177,,,s. xiii1,"Laistner, No. 58; Coxe I, 59. For an unusual addition to Bede’s text in this MS, see Claude Jenkins, JTS XLIII (1942), 42-45, and M. L. W. Laistner, ibid., 184-87.","p. 35 [=CEC]: OXFORD, Balliol College, 177. s. xiii1. Laistner, No. 58; Coxe I, 59. For an unusual addition to Bede’s text in this MS, see Claude Jenkins, JTS XLIII (1942), 42-45, and M. L. W. Laistner, ibid., 184-87.",
291,291,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Jesus College,69,,,s. xi,"Coxe II, 23.","p. 35 [=CEC]: OXFORD, Jesus College, 69. s. xi. Coxe II, 23.",
292,292,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Jesus College,70,,Cirencester,s. xii,"Coxe II, 23: Ker, 33.","p. 35 [=CEC]: OXFORD, Jesus College, 70. s. xii, Cirencester. Coxe II, 23: Ker, 33.",
293,293,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Lincoln College,31,,,s. xii/xiii,"Coxe I, 28; Plummer, cxxii. It is O 14 in Plummer’s list of the MSS of HE.","p. 35 [=CEC]: OXFORD, Lincoln College, 31. s. xii/xiii. Coxe I, 28; Plummer, cxxii. It is O 14 in Plummer’s list of the MSS of HE.",
294,294,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Merton College,175 (K 3 3),,,s. xv,"Coxe I, 69: Laistner, No. 63; F. M. Powicke, The medieval books of Merton College, No. 956.","p. 35 [=CEC]: OXFORD, Merton College, 175 (K 3 3). s. xv. Coxe I, 69: Laistner, No. 63; F. M. Powicke, The medieval books of Merton College, No. 956.",
295,295,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Merton College,178 (A 1 8),,,s. xiii,"Coxe I, 71; Powicke, op. cit., No. 257.","p. 35 [=CEC]: OXFORD, Merton College, 178 (A 1 8). s. xiii. Coxe I, 71; Powicke, op. cit., No. 257.",
296,296,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,OXFORD,Oriel College,34,,,s. xiv1 et x1,"Coxe I, 12.","p. 35 [=CEC]: OXFORD, Oriel College, 34. s. xiv1 et x1. Coxe I, 12.",
297,297,7,Biblical Commentaries,Commentary on the Catholic Epistles,,,35,PAMPLONA,Cathedral Library,133,,,s. xi/xii,"ZBW XIII (1897), 285.","p. 35 [=CEC]: PAMPLONA, Cathedral Library, 133. s. xi/xii. ZBW XIII (1897), 285.",
